Thickness,Sat,FC,WP,Ksat,Penetrability,Gravel,CRa,CRb,description
0.05,49,41,26,132.73770105395485,100,7,-0.48665360690514403,0.20366557901455895,ClLo
0.09999999999999999,47,40,26,120.14150943396231,100,7,-0.48778726415094337,0.15602666613945182,ClLo
0.15,44,38,26,118.53865049913756,100,7,-0.4879315214550776,0.1496092285752142,ClLo
0.3,44,37,26,128.75394517413895,100,9,-0.5335968438606888,1.5146370168841168,Cl
